iter	Passed	Remaining
151	2122	11839
152	2133	11810
153	2143	11774
154	2151	11731
155	2161	11696
156	2170	11652
157	2181	11625
158	2190	11586
159	2199	11549
160	2210	11518
161	2219	11480
162	2228	11445
163	2237	11404
164	2247	11372
165	2258	11345
166	2266	11307
167	2278	11286
168	2290	11260
169	2298	11224
170	2309	11197
171	2318	11159
172	2329	11134
173	2339	11107
174	2347	11068
175	2358	11040
176	2366	11002
177	2378	10983
178	2389	10961
179	2400	10933
180	2412	10917
181	2426	10906
182	2446	10921
183	2459	10906
184	2471	10889
185	2480	10855
186	2492	10835
187	2503	10814
188	2512	10782
189	2525	10764
190	2536	10745
191	2545	10712
192	2556	10687
193	2562	10648
194	2573	10624
195	2584	10601
196	2593	10572
197	2605	10555
198	2618	10540
199	2626	10507
200	2637	10482
201	2645	10450
202	2655	10426
203	2668	10410
204	2677	10383
205	2693	10379
206	2705	10362
207	2715	10339
208	2725	10314
209	2737	10297
210	2746	10269
211	2756	10247
212	2769	10234
213	2784	10225
214	2793	10198
215	2806	10186
216	2821	10179
217	2834	10167
218	2849	10160
219	2864	10156
220	2878	10146
221	2890	10128
222	2902	10112
223	2913	10091
224	2925	10075
225	2937	10060
226	2948	10042
227	2960	10024
228	2969	9998
229	2980	9978
230	2992	9960
231	3002	9939
232	3014	9923
233	3026	9907
234	3035	9880
235	3045	9859
236	3054	9833
237	3064	9810
238	3075	9791
239	3083	9765
240	3095	9749
241	3105	9727
242	3116	9707
243	3127	9689
244	3140	9677
245	3149	9654
246	3160	9635
247	3169	9611
248	3180	9592
249	3192	9577
250	3204	9561
251	3214	9540
252	3225	9523
253	3234	9499
254	3247	9486
255	3258	9468
256	3270	9456
257	3280	9434
258	3304	9452
259	3313	9431
260	3330	9428
261	3344	9421
262	3360	9416
263	3374	9406
264	3388	9397
265	3404	9395
266	3422	9396
267	3436	9385
268	3447	9369
269	3469	9380
270	3480	9362
271	3492	9347
272	3507	9339
273	3523	9335
274	3538	9329
275	3553	9321
276	3564	9303
277	3576	9288
278	3588	9274
279	3604	9269
280	3617	9256
281	3628	9237
282	3640	9224
283	3654	9213
284	3666	9198
285	3676	9179
286	3691	9171
287	3706	9163
288	3719	9150
289	3732	9137
290	3741	9114
291	3753	9099
292	3765	9085
293	3773	9061
294	3783	9041
295	3791	9017
296	3802	8999
297	3813	8983
298	3823	8964
299	3834	8946
300	3849	8938
301	3861	8925
302	3872	8908
303	3885	8895
304	3900	8887
305	3916	8883
306	3932	8877
307	3948	8870
308	3960	8857
309	3969	8835
310	3981	8821
311	3994	8809
312	4007	8796
313	4021	8786
314	4031	8767
315	4047	8760
316	4058	8744
317	4067	8723
318	4083	8717
319	4095	8703
320	4111	8697
321	4125	8687
322	4140	8678
323	4151	8661
324	4162	8645
325	4175	8633
326	4190	8624
327	4205	8616
328	4214	8595
329	4227	8583
330	4240	8570
331	4251	8554
332	4263	8540
333	4275	8525
334	4286	8508
335	4295	8489
336	4307	8475
337	4322	8465
338	4331	8446
339	4343	8431
340	4357	8420
341	4370	8407
342	4380	8390
343	4393	8378
344	4406	8365
345	4418	8351
346	4426	8330
347	4441	8320
348	4454	8308
349	4465	8293
350	4477	8278
351	4486	8259
352	4500	8248
353	4511	8233
354	4521	8215
355	4574	8275
356	4597	8281
357	4608	8265
358	4621	8252
359	4635	8241
360	4648	8228
361	4662	8216
362	4673	8200
363	4686	8187
364	4702	8181
365	4717	8172
366	4734	8166
367	4751	8159
368	4766	8150
369	4781	8141
370	4795	8130
371	4806	8114
372	4819	8101
373	4833	8090
374	4846	8077
375	4860	8066
376	4869	8046
377	4881	8033
378	4895	8021
379	4909	8010
380	4919	7992
381	4930	7977
382	4944	7965
383	4959	7955
384	4971	7941
385	4987	7933
386	4998	7918
387	5013	7907
388	5026	7894
389	5036	7878
390	5047	7861
391	5060	7848
392	5072	7834
393	5081	7815
394	5095	7804
395	5109	7792
396	5122	7779
397	5131	7761
398	5142	7746
399	5156	7734
400	5171	7724
401	5183	7711
402	5192	7692
403	5208	7683
404	5221	7670
405	5235	7659
406	5250	7649
407	5258	7630
408	5271	7617
409	5284	7604
410	5294	7588
411	5306	7573
412	5318	7559
413	5332	7548
414	5344	7533
415	5353	7515
416	5368	7505
417	5380	7491
418	5389	7473
419	5401	7459
420	5415	7447
421	5425	7430
422	5436	7416
423	5448	7401
424	5458	7384
425	5470	7370
426	5482	7356
427	5494	7342
428	5504	7325
429	5515	7311
430	5528	7298
431	5536	7279
432	5547	7264
433	5560	7251
434	5569	7234
435	5581	7219
436	5599	7213
437	5613	7202
438	5630	7195
439	5642	7181
440	5651	7163
441	5663	7150
442	5680	7142
443	5694	7130
444	5707	7117
445	5716	7100
446	5729	7087
447	5741	7074
448	5749	7055
449	5762	7042
450	5774	7029
451	5788	7018
452	5798	7002
453	5809	6986
454	5822	6974
455	5831	6957
456	5841	6941
457	5854	6928
458	5866	6914
459	5879	6901
460	5894	6891
461	5909	6882
462	5926	6873
463	5943	6865
464	5961	6859
465	5988	6862
466	6005	6854
467	6023	6847
468	6040	6838
469	6056	6829
470	6068	6815
471	6079	6800
472	6090	6785
473	6101	6770
474	6110	6753
475	6124	6742
476	6137	6729
477	6155	6721
478	6171	6713
479	6186	6702
480	6203	6693
481	6219	6684
482	6234	6673
483	6243	6655
484	6257	6644
485	6271	6633
486	6285	6620
487	6298	6607
488	6306	6590
489	6319	6577
490	6331	6563
491	6340	6546
492	6353	6533
493	6365	6520
494	6380	6509
495	6389	6492
496	6400	6477
497	6415	6467
498	6430	6456
499	6442	6442
500	6455	6430
501	6470	6419
502	6485	6408
503	6502	6399
504	6519	6390
505	6533	6379
506	6551	6370
507	6565	6358
508	6580	6347
509	6590	6332
510	6599	6315
511	6612	6302
512	6624	6288
513	6633	6271
514	6645	6258
515	6654	6242
516	6664	6226
517	6677	6213
518	6687	6198
519	6698	6182
520	6714	6173
521	6726	6159
522	6735	6143
523	6746	6128
524	6758	6115
525	6772	6102
526	6782	6087
527	6792	6072
528	6806	6060
529	6815	6044
530	6826	6029
531	6837	6015
532	6846	5998
533	6856	5983
534	6866	5968
535	6878	5954
536	6889	5940
537	6902	5927
538	6912	5912
539	6924	5898
540	6936	5884
541	6948	5871
542	6960	5858
543	6974	5846
544	6987	5833
545	7001	5821
546	7010	5806
547	7024	5793
548	7037	5781
549	7052	5770
550	7063	5755
551	7075	5742
552	7088	5729
553	7102	5717
554	7118	5707
555	7130	5694
556	7147	5684
557	7157	5669
558	7171	5657
559	7185	5645
560	7200	5634
561	7209	5618
562	7221	5604
563	7235	5593
564	7249	5581
565	7263	5569
566	7273	5554
567	7287	5542
568	7300	5530
569	7314	5518
570	7327	5504
571	7341	5493
572	7352	5478
573	7366	5467
574	7381	5455
575	7394	5442
576	7403	5427
577	7416	5414
578	7435	5406
579	7448	5394
580	7464	5383
581	7479	5371
582	7493	5359
583	7502	5343
584	7514	5330
585	7526	5317
586	7535	5301
587	7545	5286
588	7558	5274
589	7568	5259
590	7579	5245
591	7590	5231
592	7599	5215
593	7611	5202
594	7623	5189
595	7632	5173
596	7643	5159
597	7655	5146
598	7665	5131
599	7678	5118
600	7691	5106
601	7703	5092
602	7711	5077
603	7725	5065
604	7738	5052
605	7747	5037
606	7759	5023
607	7772	5011
608	7780	4995
609	7792	4982
610	7804	4969
611	7814	4954
612	7825	4940
613	7837	4926
614	7846	4911
615	7857	4898
616	7869	4884
617	7878	4869
618	7889	4855
619	7900	4842
620	7908	4826
621	7921	4813
622	7931	4799
623	7940	4784
624	7954	4772
625	7964	4758
626	7973	4743
627	7985	4730
628	7993	4714
629	8004	4701
630	8017	4688
631	8029	4675
632	8038	4660
633	8050	4647
634	8060	4633
635	8069	4618
636	8081	4605
637	8090	4590
638	8100	4576
639	8112	4563
640	8121	4548
641	8132	4534
642	8141	4520
643	8149	4505
644	8159	4490
645	8169	4476
646	8182	4464
647	8193	4450
648	8201	4435
649	8214	4423
650	8225	4409
651	8234	4395
652	8246	4382
653	8255	4367
654	8265	4353
655	8276	4340
656	8285	4325
657	8296	4311
658	8304	4297
659	8315	4283
660	8327	4270
661	8335	4256
662	8347	4243
663	8358	4229
664	8367	4215
665	8381	4203
666	8392	4189
667	8400	4175
668	8410	4161
669	8423	4148
670	8431	4134
671	8441	4120
672	8450	4105
673	8460	4092
674	8474	4080
675	8487	4067
676	8497	4054
677	8509	4041
678	8522	4028
679	8531	4014
680	8541	4001
681	8552	3987
682	8561	3973
683	8573	3960
684	8584	3947
685	8592	3933
686	8606	3921
687	8616	3907
688	8625	3893
689	8637	3880
690	8645	3866
691	8657	3853
692	8669	3840
693	8677	3826
694	8688	3812
695	8697	3799
696	8707	3785
697	8719	3772
698	8728	3758
699	8738	3744
700	8749	3731
701	8758	3717
702	8769	3705
703	8781	3692
704	8789	3678
705	8802	3665
706	8812	3652
707	8822	3638
708	8834	3625
709	8846	3613
710	8857	3600
711	8871	3588
712	8885	3576
713	8899	3564
714	8911	3552
715	8921	3538
716	8934	3526
717	8946	3513
718	8958	3501
719	8973	3489
720	8985	3477
721	8999	3465
722	9010	3452
723	9019	3438
724	9031	3425
725	9040	3411
726	9048	3397
727	9061	3385
728	9070	3371
729	9083	3359
730	9098	3347
731	9111	3335
732	9124	3323
733	9135	3310
734	9147	3298
735	9162	3286
736	9176	3274
737	9190	3262
738	9202	3250
739	9213	3237
740	9227	3225
741	9239	3212
742	9248	3198
743	9260	3186
744	9272	3173
745	9281	3160
746	9293	3147
747	9305	3135
748	9322	3124
749	9337	3112
750	9355	3101
751	9377	3092
752	9396	3082
753	9411	3070
754	9426	3058
755	9440	3046
756	9455	3035
757	9465	3021
758	9477	3009
759	9490	2997
760	9502	2984
761	9512	2970
762	9523	2958
763	9537	2946
764	9548	2933
765	9558	2919
766	9569	2907
767	9586	2895
768	9596	2882
769	9606	2869
770	9620	2857
771	9635	2845
772	9647	2833
773	9666	2822
774	9685	2811
775	9702	2800
776	9721	2790
777	9740	2779
778	9757	2768
779	9773	2756
780	9789	2744
781	9805	2733
782	9820	2721
783	9835	2709
784	9932	2720
785	9954	2710
786	9976	2700
787	9997	2689
788	10009	2676
789	10031	2666
790	10047	2654
791	10063	2642
792	10081	2631
793	10100	2620
794	10120	2609
795	10133	2597
796	10150	2585
797	10162	2572
798	10179	2560
799	10195	2548
800	10209	2536
801	10223	2523
802	10238	2511
803	10248	2498
804	10262	2485
805	10276	2473
806	10291	2461
807	10304	2448
808	10320	2436
809	10336	2424
810	10347	2411
811	10361	2399
812	10379	2387
813	10394	2375
814	10420	2365
815	10432	2352
816	10453	2341
817	10471	2329
818	10488	2317
819	10506	2306
820	10523	2294
821	10538	2282
822	10554	2269
823	10572	2258
824	10586	2245
825	10602	2233
826	10617	2221
827	10635	2209
828	10651	2197
829	10670	2185
830	10685	2173
831	10702	2161
832	10716	2148
833	10731	2135
834	10744	2123
835	10755	2109
836	10768	2097
837	10781	2084
838	10796	2071
839	10809	2059
840	10818	2045
841	10831	2032
842	10844	2019
843	10853	2006
844	10867	1993
845	10880	1980
846	10894	1967
847	10907	1955
848	10918	1941
849	10933	1929
850	10947	1916
851	10962	1904
852	10977	1891
853	10992	1879
854	11003	1866
855	11014	1852
856	11027	1840
857	11040	1827
858	11049	1813
859	11061	1800
860	11073	1787
861	11083	1774
862	11095	1761
863	11107	1748
864	11116	1734
865	11128	1722
866	11140	1708
867	11149	1695
868	11161	1682
869	11172	1669
870	11186	1656
871	11200	1644
872	11210	1630
873	11224	1618
874	11237	1605
875	11247	1592
876	11260	1579
877	11274	1566
878	11287	1553
879	11300	1540
880	11310	1527
881	11322	1514
882	11335	1502
883	11344	1488
884	11355	1475
885	11367	1462
886	11375	1449
887	11388	1436
888	11398	1423
889	11407	1409
890	11419	1396
891	11429	1383
892	11440	1370
893	11452	1357
894	11465	1345
895	11474	1331
896	11485	1318
897	11496	1305
898	11506	1292
899	11521	1280
900	11533	1267
901	11545	1254
902	11557	1241
903	11568	1228
904	11581	1215
905	11592	1202
906	11603	1189
907	11617	1177
908	11631	1164
909	11650	1152
910	11664	1139
911	11680	1127
912	11692	1114
913	11703	1101
914	11716	1088
915	11728	1075
916	11738	1062
917	11750	1049
918	11762	1036
919	11773	1023
920	11784	1010
921	11795	997
922	11806	984
923	11815	971
924	11827	958
925	11837	945
926	11847	932
927	11858	920
928	11868	907
929	11877	894
930	11889	881
931	11897	868
932	11910	855
933	11922	842
934	11933	829
935	11945	816
936	11957	803
937	11971	791
938	11981	778
939	11992	765
940	12005	752
941	12020	740
942	12034	727
943	12044	714
944	12057	701
945	12068	688
946	12077	675
947	12087	663
948	12097	650
949	12107	637
950	12119	624
951	12127	611
952	12140	598
953	12151	585
954	12159	572
955	12170	560
956	12181	547
957	12190	534
958	12202	521
959	12213	508
960	12221	496
961	12235	483
962	12246	470
963	12255	457
964	12266	444
965	12276	432
966	12285	419
967	12299	406
968	12312	393
969	12321	381
970	12335	368
971	12349	355
972	12363	343
973	12374	330
974	12385	317
975	12401	304
976	12413	292
977	12426	279
978	12437	266
979	12449	254
980	12462	241
981	12472	228
982	12481	215
983	12493	203
984	12502	190
985	12513	177
986	12529	165
987	12543	152
988	12552	139
989	12563	126
990	12573	114
991	12582	101
992	12594	88
993	12605	76
994	12613	63
995	12626	50
996	12638	38
997	12647	25
998	12660	12
999	12670	0
